1.0,59.481898,57.590348
2.0,63.503772,60.234303
3.0,65.22173,62.158833
4.0,64.536782,61.376891
5.0,65.018161,62.174229
6.0,63.298607,60.935065
7.0,65.224125,62.571732
8.0,64.895222,61.286379
9.0,66.053566,62.875458
10.0,65.735042,62.82647
11.0,64.227039,62.317928
12.0,66.368898,63.000495
13.0,66.443141,63.248701
14.0,65.238494,62.760686
15.0,66.589231,63.500639
16.0,66.301042,63.445586
17.0,66.437552,63.530965
18.0,66.35373,62.928179
19.0,66.265916,63.547761
20.0,66.215623,63.486643
21.0,65.868359,63.164721
22.0,65.147487,62.710299
23.0,66.748094,63.491775
24.0,65.847603,62.624453
25.0,66.167724,63.178251
26.0,65.910669,62.769084
27.0,66.550912,63.944331
28.0,63.554864,61.916692
29.0,66.633936,63.307486
30.0,66.069533,63.510903
31.0,66.536543,63.362073
32.0,66.686624,63.674197
33.0,65.842015,63.368605
34.0,67.249431,64.101093
35.0,67.065022,63.71712
36.0,66.233984,63.085407
37.0,66.695406,63.584619
38.0,66.703389,63.551493
39.0,66.403225,63.508104
40.0,66.241169,63.513236
41.0,66.369696,63.074676
42.0,64.930348,62.415904
43.0,66.423981,63.383068
44.0,66.659482,63.335479
45.0,65.478785,62.820872
46.0,65.95777,63.12833
47.0,67.333254,64.019446
48.0,65.828444,62.690237
49.0,66.352133,62.910916
50.0,66.883806,63.522567
