1.0,60.841028,0.0
2.0,63.318916,0.0
3.0,63.426149,0.0
4.0,64.37038,0.0
5.0,63.601753,0.0
6.0,64.792838,0.0
7.0,64.941813,0.0
8.0,63.943605,0.0
9.0,64.006938,0.0
10.0,65.290142,0.0
11.0,65.330445,0.0
12.0,64.918063,0.0
13.0,65.135409,0.0
14.0,64.51,0.0
15.0,65.174992,0.0
16.0,65.845022,0.0
17.0,64.376138,0.0
18.0,65.408891,0.0
19.0,65.25056,0.0
20.0,64.563257,0.0
21.0,64.853291,0.0
22.0,64.934616,0.0
23.0,64.707914,0.0
24.0,65.046888,0.0
25.0,64.848973,0.0
26.0,64.802194,0.0
27.0,64.99435,0.0
28.0,65.34196,0.0
29.0,65.444875,0.0
30.0,65.166356,0.0
31.0,65.142606,0.0
32.0,65.373626,0.0
33.0,64.837458,0.0
34.0,64.816587,0.0
35.0,65.229689,0.0
36.0,65.27359,0.0
37.0,64.723748,0.0
38.0,65.028895,0.0
39.0,65.162758,0.0
40.0,65.162758,0.0
41.0,65.805439,0.0
42.0,64.522235,0.0
43.0,64.551022,0.0
44.0,64.913745,0.0
45.0,65.239764,0.0
46.0,64.69496,0.0
47.0,65.68885,0.0
48.0,64.797156,0.0
49.0,65.079274,0.0
50.0,64.933177,0.0
