friendster,1024,2e+09,2e+09,-1.0,956089708.0,354083726.0
friendster,1024,6e+09,4e+09,-1.0,956089708.0,105899015.0
friendster,1024,1e+10,5e+09,-1.0,956089708.0,36821295.0
igb-full,1024,1e+10,5e+09,-1.0,11821550483,2824637334
igb-full,1024,3e+10,1.5e+10,-1.0,11821550483,40128897
igb-full,1024,6e+10,1.5e+10,-1.0,11821550483,0
