ogbn-papers100M,"10,15,20",1024,SAGE,1,35.03,5382.33,70.74,5.99,0.0,27.75,0.0,0.0,1426557031.0,5521.84
ogbn-papers100M,"10,15,20",1024,GAT,1,35.04,5359.04,68.2,5.47,0.0,72.14,0.0,0.0,1426557031.0,5539.89
mag240m,"10,15,20",1024,SAGE,1,30.72,4501.27,57.42,4.69,0.0,22.4,0.0,0.0,1193835792.0,4616.51
mag240m,"10,15,20",1024,GAT,1,30.55,4487.2,56.74,4.49,0.0,58.83,0.0,0.0,1193835792.0,4637.8
friendster,"10,15,20",1024,SAGE,1,19.07,3603.68,46.9,3.13,0.0,13.32,0.0,0.0,956089708.0,3686.11
friendster,"10,15,20",1024,GAT,1,18.62,3593.73,44.43,2.98,0.0,38.95,0.0,0.0,956089708.0,3698.71
ogbn-papers100M,"10,15,20",1024,SAGE,3,62.88,105.44,75.33,5.16,0.0,25.89,0.0,0.0,1426557031.0,274.69
